Entry ID,Contest Name,Contest ID,Entry Fee,P,P,C,1B,2B,3B,SS,OF,OF,OF,,Instructions,,,,,,,,,,,,
,,,,,,,,,,,,,,,1B,Matt Olson (13116338),Matt Olson,13116338,1B,3900,OAK@CWS 08/11/2019 02:10PM ET,OAK,8.23,,,Yangervis Solarte,Yangervis Solarte (13116371)
,,,,,,,,,,,,,,,3B,Matt Chapman (13116356),Matt Chapman,13116356,3B,3900,OAK@CWS 08/11/2019 02:10PM ET,OAK,8.36,,,Amed Rosario,Amed Rosario (13116341)
,,,,,,,,,,,,,,,2B/OF,Chad Pinder (13116362),Chad Pinder,13116362,2B/OF,3900,OAK@CWS 08/11/2019 02:10PM ET,OAK,5.45,,,Yoenis Cespedes,Yoenis Cespedes (13116355)
,,,,,,,,,,,,,,,C,Austin Romine (13116364),Austin Romine,13116364,C,3900,NYY@TOR 08/11/2019 01:07PM ET,NYY,5.76,,,Jason Castro,Jason Castro (13116354)
,,,,,,,,,,,,,,,2B/SS,Thairo Estrada (13116369),Thairo Estrada,13116369,2B/SS,3900,NYY@TOR 08/11/2019 01:07PM ET,NYY,5.08,,,Lorenzo Cain,Lorenzo Cain (13116352)
,,,,,,,,,,,,,,,2B/OF,Josh VanMeter (13116359),Josh VanMeter,13116359,2B/OF,3900,CHC@CIN 08/11/2019 01:10PM ET,CIN,4.63,,,Gregory Polanco,Gregory Polanco (13116351)
,,,,,,,,,,,,,,,OF,Austin Riley (13116348),Austin Riley,13116348,OF,3900,ATL@MIA 08/11/2019 01:10PM ET,ATL,7.8,,,Marco Hernandez,Marco Hernandez (13116387)
,,,,,,,,,,,,,,,2B/OF,Yangervis Solarte (13116371),Yangervis Solarte,13116371,2B/OF,3900,ATL@MIA 08/11/2019 01:10PM ET,MIA,3.64,,,Rowdy Tellez,Rowdy Tellez (13116388)
,,,,,,,,,,,,,,,SS,Amed Rosario (13116341),Amed Rosario,13116341,SS,3900,WAS@NYM 08/11/2019 01:10PM ET,NYM,7.5,,,Jose Iglesias,Jose Iglesias (13116365)
,,,,,,,,,,,,,,,OF,Yoenis Cespedes (13116355),Yoenis Cespedes,13116355,OF,3900,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Victor Caratini,Victor Caratini (13116381)
,,,,,,,,,,,,,,,C,Jason Castro (13116354),Jason Castro,13116354,C,3900,CLE@MIN 08/11/2019 02:10PM ET,MIN,6.95,,,Alex Gordon,Alex Gordon (13116386)
,,,,,,,,,,,,,,,OF,Lorenzo Cain (13116352),Lorenzo Cain,13116352,OF,3900,TEX@MIL 08/11/2019 02:10PM ET,MIL,7.24,,,Miguel Rojas,Miguel Rojas (13116368)
,,,,,,,,,,,,,,,OF,Gregory Polanco (13116351),Gregory Polanco,13116351,OF,3900,PIT@STL 08/11/2019 02:15PM ET,PIT,7.02,,,Howie Kendrick,Howie Kendrick (13116339)
,,,,,,,,,,,,,,,2B,Marco Hernandez (13116387),Marco Hernandez,13116387,2B,3800,LAA@BOS 08/11/2019 01:05PM ET,BOS,4.86,,,Matt Adams,Matt Adams (13116367)
,,,,,,,,,,,,,,,1B,Rowdy Tellez (13116388),Rowdy Tellez,13116388,1B,3800,NYY@TOR 08/11/2019 01:07PM ET,TOR,6.35,,,Wilson Ramos,Wilson Ramos (13116378)
,,,,,,,,,,,,,,,SS,Jose Iglesias (13116365),Jose Iglesias,13116365,SS,3800,CHC@CIN 08/11/2019 01:10PM ET,CIN,6.07,,,Todd Frazier,Todd Frazier (13116382)
,,,,,,,,,,,,,,,C,Victor Caratini (13116381),Victor Caratini,13116381,C,3800,CHC@CIN 08/11/2019 01:10PM ET,CHC,5.11,,,Rajai Davis,Rajai Davis (13116389)
,,,,,,,,,,,,,,,OF,Alex Gordon (13116386),Alex Gordon,13116386,OF,3800,KC@DET 08/11/2019 01:10PM ET,KC,7.64,,,Jonathan Schoop,Jonathan Schoop (13116353)
,,,,,,,,,,,,,,,SS,Miguel Rojas (13116368),Miguel Rojas,13116368,SS,3800,ATL@MIA 08/11/2019 01:10PM ET,MIA,6.1,,,Matt Davidson,Matt Davidson (13116357)
,,,,,,,,,,,,,,,1B/2B,Howie Kendrick (13116339),Howie Kendrick,13116339,1B/2B,3800,WAS@NYM 08/11/2019 01:10PM ET,WAS,6.66,,,Matt Carpenter,Matt Carpenter (13116373)
,,,,,,,,,,,,,,,1B,Matt Adams (13116367),Matt Adams,13116367,1B,3800,WAS@NYM 08/11/2019 01:10PM ET,WAS,6.02,,,David Fletcher,David Fletcher (13116376)
,,,,,,,,,,,,,,,C,Wilson Ramos (13116378),Wilson Ramos,13116378,C,3800,WAS@NYM 08/11/2019 01:10PM ET,NYM,6.4,,,Sam Travis,Sam Travis (13116402)
,,,,,,,,,,,,,,,3B,Todd Frazier (13116382),Todd Frazier,13116382,3B,3800,WAS@NYM 08/11/2019 01:10PM ET,NYM,6.73,,,Brandon Phillips,Brandon Phillips (13116407)
,,,,,,,,,,,,,,,OF,Rajai Davis (13116389),Rajai Davis,13116389,OF,3800,WAS@NYM 08/11/2019 01:10PM ET,NYM,5.75,,,Leury Garcia,Leury Garcia (13116349)
,,,,,,,,,,,,,,,2B,Jonathan Schoop (13116353),Jonathan Schoop,13116353,2B,3800,CLE@MIN 08/11/2019 02:10PM ET,MIN,7.08,,,Mike Ford,Mike Ford (13116385)
,,,,,,,,,,,,,,,1B/3B,Matt Davidson (13116357),Matt Davidson,13116357,1B/3B,3800,TEX@MIL 08/11/2019 02:10PM ET,TEX,0,,,Socrates Brito,Socrates Brito (13116411)
,,,,,,,,,,,,,,,3B,Matt Carpenter (13116373),Matt Carpenter,13116373,3B,3800,PIT@STL 08/11/2019 02:15PM ET,STL,6.78,,,Kyle Farmer,Kyle Farmer (13116405)
,,,,,,,,,,,,,,,3B/SS,David Fletcher (13116376),David Fletcher,13116376,3B/SS,3700,LAA@BOS 08/11/2019 01:05PM ET,LAA,6.81,,,Cheslor Cuthbert,Cheslor Cuthbert (13116379)
,,,,,,,,,,,,,,,1B/OF,Sam Travis (13116402),Sam Travis,13116402,1B/OF,3700,LAA@BOS 08/11/2019 01:05PM ET,BOS,5.53,,,JaCoby Jones,JaCoby Jones (13116399)
,,,,,,,,,,,,,,,2B/3B,Brandon Phillips (13116407),Brandon Phillips,13116407,2B/3B,3700,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Travis Demeritte,Travis Demeritte (13116400)
,,,,,,,,,,,,,,,OF/SS,Leury Garcia (13116349),Leury Garcia,13116349,SS/OF,3700,OAK@CWS 08/11/2019 02:10PM ET,CWS,7.51,,,Garrett Cooper,Garrett Cooper (13116383)
,,,,,,,,,,,,,,,1B,Mike Ford (13116385),Mike Ford,13116385,1B,3700,NYY@TOR 08/11/2019 01:07PM ET,NYY,6.39,,,Nick Markakis,Nick Markakis (13116391)
,,,,,,,,,,,,,,,OF,Socrates Brito (13116411),Socrates Brito,13116411,OF,3700,NYY@TOR 08/11/2019 01:07PM ET,TOR,2.12,,,Brian McCann,Brian McCann (13116398)
,,,,,,,,,,,,,,,2B/C,Kyle Farmer (13116405),Kyle Farmer,13116405,C/2B,3700,CHC@CIN 08/11/2019 01:10PM ET,CIN,3.78,,,Harold Ramirez,Harold Ramirez (13116401)
,,,,,,,,,,,,,,,1B/3B,Cheslor Cuthbert (13116379),Cheslor Cuthbert,13116379,1B/3B,3700,KC@DET 08/11/2019 01:10PM ET,KC,6.78,,,Adam Eaton,Adam Eaton (13116404)
,,,,,,,,,,,,,,,OF,JaCoby Jones (13116399),JaCoby Jones,13116399,OF,3700,KC@DET 08/11/2019 01:10PM ET,DET,6.56,,,Dexter Fowler,Dexter Fowler (13116392)
,,,,,,,,,,,,,,,OF,Travis Demeritte (13116400),Travis Demeritte,13116400,OF,3700,KC@DET 08/11/2019 01:10PM ET,DET,8.5,,,Matt Wieters,Matt Wieters (13116396)
,,,,,,,,,,,,,,,1B/OF,Garrett Cooper (13116383),Garrett Cooper,13116383,1B/OF,3700,ATL@MIA 08/11/2019 01:10PM ET,MIA,7.15,,,Kolten Wong,Kolten Wong (13116397)
,,,,,,,,,,,,,,,OF,Nick Markakis (13116391),Nick Markakis,13116391,OF,3700,ATL@MIA 08/11/2019 01:10PM ET,ATL,7.24,,,Kevin Kramer,Kevin Kramer (13116409)
,,,,,,,,,,,,,,,C,Brian McCann (13116398),Brian McCann,13116398,C,3700,ATL@MIA 08/11/2019 01:10PM ET,ATL,6.53,,,Justin Bour,Justin Bour (13116390)
,,,,,,,,,,,,,,,OF,Harold Ramirez (13116401),Harold Ramirez,13116401,OF,3700,ATL@MIA 08/11/2019 01:10PM ET,MIA,6.44,,,Jackie Bradley Jr.,Jackie Bradley Jr. (13116420)
,,,,,,,,,,,,,,,OF,Adam Eaton (13116404),Adam Eaton,13116404,OF,3700,WAS@NYM 08/11/2019 01:10PM ET,WAS,7.66,,,Josh Reddick,Josh Reddick (13116422)
,,,,,,,,,,,,,,,OF,Dexter Fowler (13116392),Dexter Fowler,13116392,OF,3700,PIT@STL 08/11/2019 02:15PM ET,STL,6.19,,,Dwight Smith Jr.,Dwight Smith Jr. (13116426)
,,,,,,,,,,,,,,,C,Matt Wieters (13116396),Matt Wieters,13116396,C,3700,PIT@STL 08/11/2019 02:15PM ET,STL,5.36,,,Eloy Jimenez,Eloy Jimenez (13116423)
,,,,,,,,,,,,,,,2B,Kolten Wong (13116397),Kolten Wong,13116397,2B,3700,PIT@STL 08/11/2019 02:15PM ET,STL,6.37,,,Stephen Piscotty,Stephen Piscotty (13116425)
,,,,,,,,,,,,,,,2B/3B,Kevin Kramer (13116409),Kevin Kramer,13116409,2B/3B,3700,PIT@STL 08/11/2019 02:15PM ET,PIT,4,,,Luis Robert,Luis Robert (13116430)
,,,,,,,,,,,,,,,1B,Justin Bour (13116390),Justin Bour,13116390,1B,3600,LAA@BOS 08/11/2019 01:05PM ET,LAA,5.91,,,Kyle Higashioka,Kyle Higashioka (13116393)
,,,,,,,,,,,,,,,OF,Jackie Bradley Jr. (13116420),Jackie Bradley Jr.,13116420,OF,3600,LAA@BOS 08/11/2019 01:05PM ET,BOS,6.61,,,Justin Smoak,Justin Smoak (13116394)
,,,,,,,,,,,,,,,OF,Josh Reddick (13116422),Josh Reddick,13116422,OF,3600,HOU@BAL 08/11/2019 01:05PM ET,HOU,6.23,,,David Bote,David Bote (13116418)
,,,,,,,,,,,,,,,OF,Dwight Smith Jr. (13116426),Dwight Smith Jr.,13116426,OF,3600,HOU@BAL 08/11/2019 01:05PM ET,BAL,7.16,,,Tucker Barnhart,Tucker Barnhart (13116421)
,,,,,,,,,,,,,,,OF,Eloy Jimenez (13116423),Eloy Jimenez,13116423,OF,3600,OAK@CWS 08/11/2019 02:10PM ET,CWS,7.21,,,Ben Zobrist,Ben Zobrist (13116431)
,,,,,,,,,,,,,,,OF,Stephen Piscotty (13116425),Stephen Piscotty,13116425,OF,3600,OAK@CWS 08/11/2019 02:10PM ET,OAK,6.98,,,Miguel Cabrera,Miguel Cabrera (13116395)
,,,,,,,,,,,,,,,OF,Luis Robert (13116430),Luis Robert,13116430,OF,3600,OAK@CWS 08/11/2019 02:10PM ET,CWS,0,,,Starlin Castro,Starlin Castro (13116414)
,,,,,,,,,,,,,,,C,Kyle Higashioka (13116393),Kyle Higashioka,13116393,C,3600,NYY@TOR 08/11/2019 01:07PM ET,NYY,9.1,,,Ender Inciarte,Ender Inciarte (13116417)
,,,,,,,,,,,,,,,1B,Justin Smoak (13116394),Justin Smoak,13116394,1B,3600,NYY@TOR 08/11/2019 01:07PM ET,TOR,7.03,,,Gerardo Parra,Gerardo Parra (13116415)
,,,,,,,,,,,,,,,2B/3B,David Bote (13116418),David Bote,13116418,2B/3B,3600,CHC@CIN 08/11/2019 01:10PM ET,CHC,5.46,,,Robinson Cano,Robinson Cano (13116427)
,,,,,,,,,,,,,,,C,Tucker Barnhart (13116421),Tucker Barnhart,13116421,C,3600,CHC@CIN 08/11/2019 01:10PM ET,CIN,5.06,,,Dilson Herrera,Dilson Herrera (13116465)
,,,,,,,,,,,,,,,2B/OF,Ben Zobrist (13116431),Ben Zobrist,13116431,2B/OF,3600,CHC@CIN 08/11/2019 01:10PM ET,CHC,5.15,,,Willians Astudillo,Willians Astudillo (13116428)
,,,,,,,,,,,,,,,1B,Miguel Cabrera (13116395),Miguel Cabrera,13116395,1B,3600,KC@DET 08/11/2019 01:10PM ET,DET,6.24,,,Kevin Newman,Kevin Newman (13116374)
,,,,,,,,,,,,,,,2B,Starlin Castro (13116414),Starlin Castro,13116414,2B,3600,ATL@MIA 08/11/2019 01:10PM ET,MIA,6.09,,,Jose Martinez,Jose Martinez (13116424)
,,,,,,,,,,,,,,,OF,Ender Inciarte (13116417),Ender Inciarte,13116417,OF,3600,ATL@MIA 08/11/2019 01:10PM ET,ATL,5.9,,,Tommy La Stella,Tommy La Stella (13116433)
,,,,,,,,,,,,,,,1B/OF,Gerardo Parra (13116415),Gerardo Parra,13116415,1B/OF,3600,WAS@NYM 08/11/2019 01:10PM ET,WAS,4.81,,,Jarrett Parker,Jarrett Parker (13116439)
,,,,,,,,,,,,,,,2B,Robinson Cano (13116427),Robinson Cano,13116427,2B,3600,WAS@NYM 08/11/2019 01:10PM ET,NYM,6.28,,,Kaleb Cowart,Kaleb Cowart (13116442)
,,,,,,,,,,,,,,,2B/SS,Dilson Herrera (13116465),Dilson Herrera,13116465,2B/SS,3600,WAS@NYM 08/11/2019 01:10PM ET,NYM,0,,,Rusney Castillo,Rusney Castillo (13116451)
,,,,,,,,,,,,,,,3B/C,Willians Astudillo (13116428),Willians Astudillo,13116428,C/3B,3600,CLE@MIN 08/11/2019 02:10PM ET,MIN,5.49,,,Kevan Smith,Kevan Smith (13116455)
,,,,,,,,,,,,,,,2B/SS,Kevin Newman (13116374),Kevin Newman,13116374,2B/SS,3600,PIT@STL 08/11/2019 02:15PM ET,PIT,6.93,,,Luis Rengifo,Luis Rengifo (13116456)
,,,,,,,,,,,,,,,OF,Jose Martinez (13116424),Jose Martinez,13116424,OF,3600,PIT@STL 08/11/2019 02:15PM ET,STL,5.33,,,Jared Walsh,Jared Walsh (13116462)
,,,,,,,,,,,,,,,2B/3B,Tommy La Stella (13116433),Tommy La Stella,13116433,2B/3B,3500,LAA@BOS 08/11/2019 01:05PM ET,LAA,7.86,,,Myles Straw,Myles Straw (13116436)
,,,,,,,,,,,,,,,OF,Jarrett Parker (13116439),Jarrett Parker,13116439,OF,3500,LAA@BOS 08/11/2019 01:05PM ET,LAA,1.6,,,Renato Nunez,Renato Nunez (13116446)
,,,,,,,,,,,,,,,3B,Kaleb Cowart (13116442),Kaleb Cowart,13116442,3B,3500,LAA@BOS 08/11/2019 01:05PM ET,LAA,0,,,Franklin Barreto,Franklin Barreto (13116467)
,,,,,,,,,,,,,,,OF,Rusney Castillo (13116451),Rusney Castillo,13116451,OF,3500,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Estevan Florial,Estevan Florial (13116443)
,,,,,,,,,,,,,,,C,Kevan Smith (13116455),Kevan Smith,13116455,C,3500,LAA@BOS 08/11/2019 01:05PM ET,LAA,5.09,,,Reese McGuire,Reese McGuire (13116452)
,,,,,,,,,,,,,,,2B/SS,Luis Rengifo (13116456),Luis Rengifo,13116456,2B/SS,3500,LAA@BOS 08/11/2019 01:05PM ET,LAA,5.65,,,Alen Hanson,Alen Hanson (13116463)
,,,,,,,,,,,,,,,1B,Jared Walsh (13116462),Jared Walsh,13116462,1B,3500,LAA@BOS 08/11/2019 01:05PM ET,LAA,2.5,,,Miguel Andujar,Miguel Andujar (13116470)
,,,,,,,,,,,,,,,OF/SS,Myles Straw (13116436),Myles Straw,13116436,SS/OF,3500,HOU@BAL 08/11/2019 01:05PM ET,HOU,4.62,,,Ryan Lavarnway,Ryan Lavarnway (13116438)
,,,,,,,,,,,,,,,1B/3B,Renato Nunez (13116446),Renato Nunez,13116446,1B/3B,3500,HOU@BAL 08/11/2019 01:05PM ET,BAL,7.47,,,Johnny Field,Johnny Field (13116454)
,,,,,,,,,,,,,,,2B,Franklin Barreto (13116467),Franklin Barreto,13116467,2B,3500,OAK@CWS 08/11/2019 02:10PM ET,OAK,3.41,,,Francisco Arcia,Francisco Arcia (13116469)
,,,,,,,,,,,,,,,OF,Estevan Florial (13116443),Estevan Florial,13116443,OF,3500,NYY@TOR 08/11/2019 01:07PM ET,NYY,0,,,Salvador Perez,Salvador Perez (13116441)
,,,,,,,,,,,,,,,C,Reese McGuire (13116452),Reese McGuire,13116452,C,3500,NYY@TOR 08/11/2019 01:07PM ET,TOR,7.29,,,Jake Rogers,Jake Rogers (13116448)
,,,,,,,,,,,,,,,2B/OF,Alen Hanson (13116463),Alen Hanson,13116463,2B/OF,3500,NYY@TOR 08/11/2019 01:07PM ET,TOR,2.89,,,Brian Miller,Brian Miller (13116459)
,,,,,,,,,,,,,,,3B,Miguel Andujar (13116470),Miguel Andujar,13116470,3B,3500,NYY@TOR 08/11/2019 01:07PM ET,NYY,2,,,Kurt Suzuki,Kurt Suzuki (13116458)
,,,,,,,,,,,,,,,C,Ryan Lavarnway (13116438),Ryan Lavarnway,13116438,C,3500,CHC@CIN 08/11/2019 01:10PM ET,CIN,11.4,,,Ryan Zimmerman,Ryan Zimmerman (13116468)
,,,,,,,,,,,,,,,OF,Johnny Field (13116454),Johnny Field,13116454,OF,3500,CHC@CIN 08/11/2019 01:10PM ET,CHC,0,,,Logan Morrison,Logan Morrison (13116435)
,,,,,,,,,,,,,,,C,Francisco Arcia (13116469),Francisco Arcia,13116469,C,3500,CHC@CIN 08/11/2019 01:10PM ET,CHC,0,,,Roberto Perez,Roberto Perez (13116450)
,,,,,,,,,,,,,,,C,Salvador Perez (13116441),Salvador Perez,13116441,C,3500,KC@DET 08/11/2019 01:10PM ET,KC,0,,,Tyler Naquin,Tyler Naquin (13116453)
,,,,,,,,,,,,,,,C,Jake Rogers (13116448),Jake Rogers,13116448,C,3500,KC@DET 08/11/2019 01:10PM ET,DET,7.5,,,Ehire Adrianza,Ehire Adrianza (13116460)
,,,,,,,,,,,,,,,OF,Brian Miller (13116459),Brian Miller,13116459,OF,3500,ATL@MIA 08/11/2019 01:10PM ET,MIA,0,,,Yu Chang,Yu Chang (13116471)
,,,,,,,,,,,,,,,C,Kurt Suzuki (13116458),Kurt Suzuki,13116458,C,3500,WAS@NYM 08/11/2019 01:10PM ET,WAS,6.7,,,Eliezer Alvarez,Eliezer Alvarez (13116412)
,,,,,,,,,,,,,,,1B,Ryan Zimmerman (13116468),Ryan Zimmerman,13116468,1B,3500,WAS@NYM 08/11/2019 01:10PM ET,WAS,6.12,,,Ben Gamel,Ben Gamel (13116449)
,,,,,,,,,,,,,,,1B,Logan Morrison (13116435),Logan Morrison,13116435,1B,3500,CLE@MIN 08/11/2019 02:10PM ET,MIN,0,,,Tyler O'Neill,Tyler O'Neill (13116440)
,,,,,,,,,,,,,,,C,Roberto Perez (13116450),Roberto Perez,13116450,C,3500,CLE@MIN 08/11/2019 02:10PM ET,CLE,6.72,,,Drew Robinson,Drew Robinson (13116444)
,,,,,,,,,,,,,,,OF,Tyler Naquin (13116453),Tyler Naquin,13116453,OF,3500,CLE@MIN 08/11/2019 02:10PM ET,CLE,6.34,,,Gorkys Hernandez,Gorkys Hernandez (13116474)
,,,,,,,,,,,,,,,3B/SS,Ehire Adrianza (13116460),Ehire Adrianza,13116460,3B/SS,3500,CLE@MIN 08/11/2019 02:10PM ET,MIN,4.94,,,Ronnie Dawson,Ronnie Dawson (13116472)
,,,,,,,,,,,,,,,3B,Yu Chang (13116471),Yu Chang,13116471,3B,3500,CLE@MIN 08/11/2019 02:10PM ET,CLE,0,,,Chance Sisco,Chance Sisco (13116480)
,,,,,,,,,,,,,,,2B/SS,Eliezer Alvarez (13116412),Eliezer Alvarez,13116412,2B/SS,3500,TEX@MIL 08/11/2019 02:10PM ET,TEX,0,,,Mark Trumbo,Mark Trumbo (13116491)
,,,,,,,,,,,,,,,OF,Ben Gamel (13116449),Ben Gamel,13116449,OF,3500,TEX@MIL 08/11/2019 02:10PM ET,MIL,4.41,,,Dustin Fowler,Dustin Fowler (13116475)
,,,,,,,,,,,,,,,OF,Tyler O'Neill (13116440),Tyler O'Neill,13116440,OF,3500,PIT@STL 08/11/2019 02:15PM ET,STL,5.04,,,Jurickson Profar,Jurickson Profar (13116495)
,,,,,,,,,,,,,,,3B/OF,Drew Robinson (13116444),Drew Robinson,13116444,3B/OF,3500,PIT@STL 08/11/2019 02:15PM ET,STL,1,,,Khris Davis,Khris Davis (13116497)
,,,,,,,,,,,,,,,OF,Gorkys Hernandez (13116474),Gorkys Hernandez,13116474,OF,3400,LAA@BOS 08/11/2019 01:05PM ET,BOS,0,,,Brandon Drury,Brandon Drury (13116478)
,,,,,,,,,,,,,,,OF,Ronnie Dawson (13116472),Ronnie Dawson,13116472,OF,3400,HOU@BAL 08/11/2019 01:05PM ET,HOU,0,,,Jonathan Lucroy,Jonathan Lucroy (13116486)
,,,,,,,,,,,,,,,C,Chance Sisco (13116480),Chance Sisco,13116480,C,3400,HOU@BAL 08/11/2019 01:05PM ET,BAL,6.67,,,Albert Almora Jr.,Albert Almora Jr. (13116496)
,,,,,,,,,,,,,,,1B,Mark Trumbo (13116491),Mark Trumbo,13116491,1B,3400,HOU@BAL 08/11/2019 01:05PM ET,BAL,0,,,Phillip Evans,Phillip Evans (13116502)
,,,,,,,,,,,,,,,OF,Dustin Fowler (13116475),Dustin Fowler,13116475,OF,3400,OAK@CWS 08/11/2019 02:10PM ET,OAK,0,,,Mark Zagunis,Mark Zagunis (13116507)
,,,,,,,,,,,,,,,2B,Jurickson Profar (13116495),Jurickson Profar,13116495,2B,3400,OAK@CWS 08/11/2019 02:10PM ET,OAK,6.41,,,Jhonny Pereda,Jhonny Pereda (13116514)
,,,,,,,,,,,,,,,OF,Khris Davis (13116497),Khris Davis,13116497,OF,3400,OAK@CWS 08/11/2019 02:10PM ET,OAK,6.72,,,Harold Castro,Harold Castro (13116493)
,,,,,,,,,,,,,,,3B/OF,Brandon Drury (13116478),Brandon Drury,13116478,3B/OF,3400,NYY@TOR 08/11/2019 01:07PM ET,TOR,5.76,,,Gordon Beckham,Gordon Beckham (13116499)
,,,,,,,,,,,,,,,C,Jonathan Lucroy (13116486),Jonathan Lucroy,13116486,C,3400,CHC@CIN 08/11/2019 01:10PM ET,CHC,5.54,,,Matt Joyce,Matt Joyce (13116485)
,,,,,,,,,,,,,,,OF,Albert Almora Jr. (13116496),Albert Almora Jr.,13116496,OF,3400,CHC@CIN 08/11/2019 01:10PM ET,CHC,4.66,,,Tyler Flowers,Tyler Flowers (13116488)
,,,,,,,,,,,,,,,3B/SS,Phillip Evans (13116502),Phillip Evans,13116502,3B/SS,3400,CHC@CIN 08/11/2019 01:10PM ET,CHC,0,,,Gabriel Guerrero,Gabriel Guerrero (13116505)
,,,,,,,,,,,,,,,OF,Mark Zagunis (13116507),Mark Zagunis,13116507,OF,3400,CHC@CIN 08/11/2019 01:10PM ET,CHC,1.9,,,John Ryan Murphy,John Ryan Murphy (13116509)
,,,,,,,,,,,,,,,C,Jhonny Pereda (13116514),Jhonny Pereda,13116514,C,3400,CHC@CIN 08/11/2019 01:10PM ET,CHC,0,,,Alex Jackson,Alex Jackson (13116510)
,,,,,,,,,,,,,,,2B/OF,Harold Castro (13116493),Harold Castro,13116493,2B/OF,3400,KC@DET 08/11/2019 01:10PM ET,DET,5.81,,,Joe Dunand,Joe Dunand (13116511)
,,,,,,,,,,,,,,,2B/SS,Gordon Beckham (13116499),Gordon Beckham,13116499,2B/SS,3400,KC@DET 08/11/2019 01:10PM ET,DET,4.47,,,Magneuris Sierra,Magneuris Sierra (13116513)
,,,,,,,,,,,,,,,OF,Matt Joyce (13116485),Matt Joyce,13116485,OF,3400,ATL@MIA 08/11/2019 01:10PM ET,ATL,2.18,,,Victor Robles,Victor Robles (13116498)
,,,,,,,,,,,,,,,C,Tyler Flowers (13116488),Tyler Flowers,13116488,C,3400,ATL@MIA 08/11/2019 01:10PM ET,ATL,5.9,,,Carlos Gomez,Carlos Gomez (13116504)
,,,,,,,,,,,,,,,OF,Gabriel Guerrero (13116505),Gabriel Guerrero,13116505,OF,3400,ATL@MIA 08/11/2019 01:10PM ET,MIA,0,,,Marwin Gonzalez,Marwin Gonzalez (13116483)
,,,,,,,,,,,,,,,C,John Ryan Murphy (13116509),John Ryan Murphy,13116509,C,3400,ATL@MIA 08/11/2019 01:10PM ET,ATL,4.44,,,Franmil Reyes,Franmil Reyes (13116487)
,,,,,,,,,,,,,,,C,Alex Jackson (13116510),Alex Jackson,13116510,C,3400,ATL@MIA 08/11/2019 01:10PM ET,ATL,0.67,,,Hanley Ramirez,Hanley Ramirez (13116501)
,,,,,,,,,,,,,,,3B/SS,Joe Dunand (13116511),Joe Dunand,13116511,3B/SS,3400,ATL@MIA 08/11/2019 01:10PM ET,MIA,0,,,Bobby Bradley,Bobby Bradley (13116506)
,,,,,,,,,,,,,,,OF,Magneuris Sierra (13116513),Magneuris Sierra,13116513,OF,3400,ATL@MIA 08/11/2019 01:10PM ET,MIA,0,,,Leonys Martin,Leonys Martin (13116508)
,,,,,,,,,,,,,,,OF,Victor Robles (13116498),Victor Robles,13116498,OF,3400,WAS@NYM 08/11/2019 01:10PM ET,WAS,7.21,,,Cory Spangenberg,Cory Spangenberg (13116476)
,,,,,,,,,,,,,,,OF,Carlos Gomez (13116504),Carlos Gomez,13116504,OF,3400,WAS@NYM 08/11/2019 01:10PM ET,NYM,4.65,,,Nolan Fontana,Nolan Fontana (13116481)
,,,,,,,,,,,,,,,3B/OF,Marwin Gonzalez (13116483),Marwin Gonzalez,13116483,3B/OF,3400,CLE@MIN 08/11/2019 02:10PM ET,MIN,6.39,,,Adolis Garcia,Adolis Garcia (13116473)
,,,,,,,,,,,,,,,OF,Franmil Reyes (13116487),Franmil Reyes,13116487,OF,3400,CLE@MIN 08/11/2019 02:10PM ET,CLE,6.53,,,Yairo Munoz,Yairo Munoz (13116489)
,,,,,,,,,,,,,,,1B,Hanley Ramirez (13116501),Hanley Ramirez,13116501,1B,3400,CLE@MIN 08/11/2019 02:10PM ET,CLE,5.19,,,Colin Moran,Colin Moran (13116492)
,,,,,,,,,,,,,,,1B,Bobby Bradley (13116506),Bobby Bradley,13116506,1B,3400,CLE@MIN 08/11/2019 02:10PM ET,CLE,4.33,,,Andrelton Simmons,Andrelton Simmons (13116515)
,,,,,,,,,,,,,,,OF,Leonys Martin (13116508),Leonys Martin,13116508,OF,3400,CLE@MIN 08/11/2019 02:10PM ET,CLE,6,,,Tzu-Wei Lin,Tzu-Wei Lin (13116533)
,,,,,,,,,,,,,,,2B/3B,Cory Spangenberg (13116476),Cory Spangenberg,13116476,2B/3B,3400,TEX@MIL 08/11/2019 02:10PM ET,MIL,0,,,Garrett Stubbs,Garrett Stubbs (13116529)
,,,,,,,,,,,,,,,2B/SS,Nolan Fontana (13116481),Nolan Fontana,13116481,2B/SS,3400,TEX@MIL 08/11/2019 02:10PM ET,TEX,0,,,Pedro Severino,Pedro Severino (13116530)
,,,,,,,,,,,,,,,OF,Adolis Garcia (13116473),Adolis Garcia,13116473,OF,3400,PIT@STL 08/11/2019 02:15PM ET,STL,0,,,Ryan Goins,Ryan Goins (13116525)
,,,,,,,,,,,,,,,3B/OF,Yairo Munoz (13116489),Yairo Munoz,13116489,3B/OF,3400,PIT@STL 08/11/2019 02:15PM ET,STL,3.74,,,Matt Skole,Matt Skole (13116528)
